Lottery,Category,Combination,Count,Percentage
Mega Millions,Main Numbers Only,15 25 29 44 51,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 3 18 34 48,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 16 44 52 54,1,0.03450655624568668
Mega Millions,Main Numbers Only,19 36 37 48 52,1,0.03450655624568668
Mega Millions,Main Numbers Only,20 29 34 35 48,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 8 17 21 31,1,0.03450655624568668
Mega Millions,Main Numbers Only,11 14 38 45 46,1,0.03450655624568668
Mega Millions,Main Numbers Only,16 17 25 36 37,1,0.03450655624568668
Mega Millions,Main Numbers Only,27 37 48 63 66,1,0.03450655624568668
Mega Millions,Main Numbers Only,23 34 53 58 73,1,0.03450655624568668
Mega Millions,Main Numbers Only,15 16 27 40 52,1,0.03450655624568668
Mega Millions,Main Numbers Only,9 20 22 41 42,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 24 39 43 52,1,0.03450655624568668
Mega Millions,Main Numbers Only,32 38 40 44 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,15 21 32 38 62,1,0.03450655624568668
Mega Millions,Main Numbers Only,21 30 39 60 69,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 10 31 56 66,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 5 8 18 29,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 8 13 27 41,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 37 39 49 54,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 13 21 22 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 26 36 54 69,1,0.03450655624568668
Mega Millions,Main Numbers Only,29 53 56 59 67,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 20 30 33 42,1,0.03450655624568668
Mega Millions,Main Numbers Only,11 21 40 50 70,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 33 35 39 45,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 12 15 25 34,1,0.03450655624568668
Mega Millions,Main Numbers Only,14 35 40 43 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,17 21 33 42 44,1,0.03450655624568668
Mega Millions,Main Numbers Only,25 31 58 64 67,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 13 61 62 70,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 18 32 41 56,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 11 12 31 32,1,0.03450655624568668
Mega Millions,Main Numbers Only,14 19 20 43 53,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 22 27 31 38,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 16 18 19 43,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 3 29 46 47,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 20 51 56 67,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 4 33 36 52,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 20 23 35 60,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 12 14 48 65,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 4 31 49 57,1,0.03450655624568668
Mega Millions,Main Numbers Only,20 24 27 45 51,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 20 23 40 56,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 14 41 46 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 18 20 25 33,1,0.03450655624568668
Mega Millions,Main Numbers Only,17 26 50 58 61,1,0.03450655624568668
Mega Millions,Main Numbers Only,28 37 39 42 58,1,0.03450655624568668
Mega Millions,Main Numbers Only,14 18 58 59 68,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 13 16 39 54,1,0.03450655624568668
Mega Millions,Main Numbers Only,9 32 37 42 48,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 10 17 35 39,1,0.03450655624568668
Mega Millions,Main Numbers Only,12 34 36 39 40,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 15 16 17 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 15 25 51 60,1,0.03450655624568668
Mega Millions,Main Numbers Only,13 22 32 60 69,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 23 24 28 62,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 6 7 18 29,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 20 30 44 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 23 46 48 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 12 29 37 47,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 21 25 34 48,1,0.03450655624568668
Mega Millions,Main Numbers Only,56 66 67 68 69,1,0.03450655624568668
Mega Millions,Main Numbers Only,21 32 38 48 62,1,0.03450655624568668
Mega Millions,Main Numbers Only,22 30 53 55 56,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 14 17 20 39,1,0.03450655624568668
Mega Millions,Main Numbers Only,11 20 26 46 53,1,0.03450655624568668
Mega Millions,Main Numbers Only,16 34 38 42 47,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 7 21 29 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 15 28 30 44,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 35 40 53 56,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 8 15 36 43,1,0.03450655624568668
Mega Millions,Main Numbers Only,41 58 68 72 73,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 4 26 36 39,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 14 16 29 40,1,0.03450655624568668
Mega Millions,Main Numbers Only,14 25 26 31 56,1,0.03450655624568668
Mega Millions,Main Numbers Only,16 24 31 46 47,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 20 28 40 54,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 10 18 20 46,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 12 36 44 57,1,0.03450655624568668
Mega Millions,Main Numbers Only,18 25 47 51 61,1,0.03450655624568668
Mega Millions,Main Numbers Only,27 31 32 36 47,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 7 17 28 40,1,0.03450655624568668
Mega Millions,Main Numbers Only,25 30 39 40 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 18 36 38 41,1,0.03450655624568668
Mega Millions,Main Numbers Only,33 35 44 55 69,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 22 26 43 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,11 28 33 41 43,1,0.03450655624568668
Mega Millions,Main Numbers Only,18 22 25 31 38,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 7 12 17 30,1,0.03450655624568668
Mega Millions,Main Numbers Only,14 27 32 34 40,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 27 28 29 42,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 21 27 38 43,1,0.03450655624568668
Mega Millions,Main Numbers Only,36 43 52 58 65,1,0.03450655624568668
Mega Millions,Main Numbers Only,14 22 48 58 68,1,0.03450655624568668
Mega Millions,Main Numbers Only,17 21 29 39 56,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 15 26 34 41,1,0.03450655624568668
Mega Millions,Main Numbers Only,19 24 26 27 70,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 6 22 26 41,1,0.03450655624568668
Mega Millions,Main Numbers Only,9 10 12 22 41,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 13 14 24 46,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 15 36 43 44,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 23 44 45 53,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 23 24 25 27,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 31 46 58 65,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 16 19 27 48,1,0.03450655624568668
Mega Millions,Main Numbers Only,20 30 31 35 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,9 16 32 45 46,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 14 28 38 47,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 6 8 20 30,1,0.03450655624568668
Mega Millions,Main Numbers Only,19 31 37 55 67,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 38 39 54 59,1,0.03450655624568668
Mega Millions,Main Numbers Only,14 20 43 54 69,1,0.03450655624568668
Mega Millions,Main Numbers Only,39 44 51 52 54,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 21 27 34 44,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 25 27 30 45,1,0.03450655624568668
Mega Millions,Main Numbers Only,18 22 24 32 47,1,0.03450655624568668
Mega Millions,Main Numbers Only,11 13 42 44 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,12 14 26 48 52,1,0.03450655624568668
Mega Millions,Main Numbers Only,23 25 40 42 60,1,0.03450655624568668
Mega Millions,Main Numbers Only,18 31 46 54 61,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 12 22 41 65,1,0.03450655624568668
Mega Millions,Main Numbers Only,23 27 33 44 46,1,0.03450655624568668
Mega Millions,Main Numbers Only,22 23 37 42 47,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 5 9 16 31,1,0.03450655624568668
Mega Millions,Main Numbers Only,18 24 25 26 32,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 19 53 61 69,1,0.03450655624568668
Mega Millions,Main Numbers Only,19 27 47 67 68,1,0.03450655624568668
Mega Millions,Main Numbers Only,27 45 49 51 52,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 12 29 49 51,1,0.03450655624568668
Mega Millions,Main Numbers Only,11 12 26 31 33,1,0.03450655624568668
Mega Millions,Main Numbers Only,14 15 31 32 43,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 14 15 24 48,1,0.03450655624568668
Mega Millions,Main Numbers Only,21 26 53 66 70,1,0.03450655624568668
Mega Millions,Main Numbers Only,15 19 33 39 68,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 37 46 60 70,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 17 37 49 73,1,0.03450655624568668
Mega Millions,Main Numbers Only,20 23 28 30 46,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 15 29 32 45,1,0.03450655624568668
Mega Millions,Main Numbers Only,23 27 29 43 45,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 11 25 28 35,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 7 40 43 68,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 10 20 33 57,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 43 44 51 56,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 38 45 53 54,1,0.03450655624568668
Mega Millions,Main Numbers Only,12 18 26 28 51,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 19 22 32 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 6 13 20 46,1,0.03450655624568668
Mega Millions,Main Numbers Only,22 26 27 38 44,1,0.03450655624568668
Mega Millions,Main Numbers Only,16 21 33 39 45,1,0.03450655624568668
Mega Millions,Main Numbers Only,15 16 19 28 47,1,0.03450655624568668
Mega Millions,Main Numbers Only,20 31 40 46 61,1,0.03450655624568668
Mega Millions,Main Numbers Only,13 34 48 53 63,1,0.03450655624568668
Mega Millions,Main Numbers Only,11 29 44 63 64,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 21 29 35 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 10 26 30 33,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 8 30 36 52,1,0.03450655624568668
Mega Millions,Main Numbers Only,15 20 32 42 47,1,0.03450655624568668
Mega Millions,Main Numbers Only,18 35 40 64 67,1,0.03450655624568668
Mega Millions,Main Numbers Only,14 15 37 42 67,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 5 11 51 59,1,0.03450655624568668
Mega Millions,Main Numbers Only,21 27 46 52 55,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 9 13 43 46,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 12 15 18 44,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 8 30 46 48,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 23 25 40 42,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 19 24 44 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,28 31 41 42 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,26 42 47 61 73,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 19 24 32 43,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 33 41 51 56,1,0.03450655624568668
Mega Millions,Main Numbers Only,16 27 30 45 53,1,0.03450655624568668
Mega Millions,Main Numbers Only,17 21 22 24 30,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 16 28 30 43,1,0.03450655624568668
Mega Millions,Main Numbers Only,52 60 61 66 67,1,0.03450655624568668
Mega Millions,Main Numbers Only,22 45 48 58 61,1,0.03450655624568668
Mega Millions,Main Numbers Only,23 43 60 63 69,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 12 41 44 59,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 11 12 18 56,1,0.03450655624568668
Mega Millions,Main Numbers Only,12 32 37 41 52,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 15 19 40 51,1,0.03450655624568668
Mega Millions,Main Numbers Only,12 15 19 24 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 21 36 46 52,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 33 35 49 51,1,0.03450655624568668
Mega Millions,Main Numbers Only,13 18 22 49 62,1,0.03450655624568668
Mega Millions,Main Numbers Only,24 30 48 51 56,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 17 22 32 51,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 12 21 38 44,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 13 24 34 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,12 47 49 52 65,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 33 53 61 65,1,0.03450655624568668
Mega Millions,Main Numbers Only,16 22 40 41 59,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 7 25 50 59,1,0.03450655624568668
Mega Millions,Main Numbers Only,17 30 39 52 53,1,0.03450655624568668
Mega Millions,Main Numbers Only,16 22 23 37 53,1,0.03450655624568668
Mega Millions,Main Numbers Only,15 25 28 38 47,1,0.03450655624568668
Mega Millions,Main Numbers Only,16 21 30 32 44,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 8 26 30 39,1,0.03450655624568668
Mega Millions,Main Numbers Only,25 28 40 43 63,1,0.03450655624568668
Mega Millions,Main Numbers Only,11 22 24 28 31,1,0.03450655624568668
Mega Millions,Main Numbers Only,11 16 19 47 53,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 6 12 26 51,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 20 22 28 52,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 8 20 21 42,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 4 5 22 47,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 29 34 37 38,1,0.03450655624568668
Mega Millions,Main Numbers Only,20 23 37 46 52,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 8 31 50 65,1,0.03450655624568668
Mega Millions,Main Numbers Only,22 33 49 51 59,1,0.03450655624568668
Mega Millions,Main Numbers Only,9 41 43 47 57,1,0.03450655624568668
Mega Millions,Main Numbers Only,17 29 43 48 52,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 8 47 51 52,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 25 33 42 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 14 27 46 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,27 37 42 59 61,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 17 47 51 61,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 26 29 36 47,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 30 44 46 48,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 14 24 41 56,1,0.03450655624568668
Mega Millions,Main Numbers Only,19 26 31 44 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,15 18 30 48 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 20 27 29 39,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 10 27 35 58,1,0.03450655624568668
Mega Millions,Main Numbers Only,12 24 37 42 57,1,0.03450655624568668
Mega Millions,Main Numbers Only,16 20 39 56 59,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 12 26 42 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,12 25 37 39 45,1,0.03450655624568668
Mega Millions,Main Numbers Only,9 10 26 29 39,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 22 25 43 46,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 8 20 41 44,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 22 24 39 42,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 27 37 42 59,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 27 29 38 43,1,0.03450655624568668
Mega Millions,Main Numbers Only,27 44 59 74 75,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 9 34 43 47,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 9 18 37 43,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 21 27 31 43,1,0.03450655624568668
Mega Millions,Main Numbers Only,17 21 22 33 38,1,0.03450655624568668
Mega Millions,Main Numbers Only,29 31 46 54 67,1,0.03450655624568668
Mega Millions,Main Numbers Only,44 47 49 69 75,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 11 29 47 56,1,0.03450655624568668
Mega Millions,Main Numbers Only,22 28 42 49 54,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 11 22 51 52,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 25 31 33 34,1,0.03450655624568668
Mega Millions,Main Numbers Only,22 32 37 40 41,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 15 45 59 68,1,0.03450655624568668
Mega Millions,Main Numbers Only,9 15 34 61 64,1,0.03450655624568668
Mega Millions,Main Numbers Only,16 36 54 61 64,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 19 30 38 70,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 11 35 37 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,14 35 40 47 48,1,0.03450655624568668
Mega Millions,Main Numbers Only,20 21 32 39 46,1,0.03450655624568668
Mega Millions,Main Numbers Only,14 15 17 33 43,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 24 54 57 58,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 10 30 33 59,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 37 44 47 48,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 6 12 34 35,1,0.03450655624568668
Mega Millions,Main Numbers Only,18 21 33 42 56,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 30 32 35 51,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 4 38 42 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 5 9 13 19,1,0.03450655624568668
Mega Millions,Main Numbers Only,13 20 26 32 65,1,0.03450655624568668
Mega Millions,Main Numbers Only,13 23 24 25 43,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 12 17 49 53,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 43 45 66 69,1,0.03450655624568668
Mega Millions,Main Numbers Only,17 23 35 36 44,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 16 23 33 48,1,0.03450655624568668
Mega Millions,Main Numbers Only,9 22 37 41 43,1,0.03450655624568668
Mega Millions,Main Numbers Only,11 16 19 22 46,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 8 14 32 35,1,0.03450655624568668
Mega Millions,Main Numbers Only,17 22 25 30 38,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 7 22 27 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 12 35 37 63,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 22 52 53 56,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 13 20 42 47,1,0.03450655624568668
Mega Millions,Main Numbers Only,14 26 28 36 42,1,0.03450655624568668
Mega Millions,Main Numbers Only,15 25 28 40 46,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 5 16 18 42,1,0.03450655624568668
Mega Millions,Main Numbers Only,26 33 45 61 68,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 16 31 42 66,1,0.03450655624568668
Mega Millions,Main Numbers Only,9 12 29 37 67,1,0.03450655624568668
Mega Millions,Main Numbers Only,9 13 22 38 52,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 4 7 16 56,1,0.03450655624568668
Mega Millions,Main Numbers Only,14 20 23 42 43,1,0.03450655624568668
Mega Millions,Main Numbers Only,11 16 38 41 45,1,0.03450655624568668
Mega Millions,Main Numbers Only,20 40 48 49 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 35 50 51 59,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 23 52 53 59,1,0.03450655624568668
Mega Millions,Main Numbers Only,22 43 44 47 66,1,0.03450655624568668
Mega Millions,Main Numbers Only,14 15 29 49 63,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 14 31 51 54,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 12 24 36 51,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 16 20 40 52,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 18 28 36 42,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 14 16 38 66,1,0.03450655624568668
Mega Millions,Main Numbers Only,31 32 49 55 58,1,0.03450655624568668
Mega Millions,Main Numbers Only,37 39 53 68 75,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 13 33 39 55,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 15 22 52 53,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 18 21 42 46,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 11 25 30 52,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 12 31 33 69,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 13 35 46 68,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 26 55 58 70,1,0.03450655624568668
Mega Millions,Main Numbers Only,12 14 18 24 61,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 22 27 49 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 19 25 30 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 8 20 38 46,1,0.03450655624568668
Mega Millions,Main Numbers Only,28 36 38 43 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 22 44 53 65,1,0.03450655624568668
Mega Millions,Main Numbers Only,33 36 63 68 69,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 24 26 29 53,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 26 27 39 46,1,0.03450655624568668
Mega Millions,Main Numbers Only,12 13 30 31 39,1,0.03450655624568668
Mega Millions,Main Numbers Only,9 10 27 28 30,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 7 8 38 46,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 27 29 37 46,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 17 35 55 69,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 19 28 46 61,1,0.03450655624568668
Mega Millions,Main Numbers Only,12 19 34 35 68,1,0.03450655624568668
Mega Millions,Main Numbers Only,9 17 23 57 71,1,0.03450655624568668
Mega Millions,Main Numbers Only,25 44 49 54 63,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 6 24 30 33,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 4 5 40 48,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 17 44 49 51,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 4 5 33 47,1,0.03450655624568668
Mega Millions,Main Numbers Only,29 35 59 61 69,1,0.03450655624568668
